"GeneID","ensembl_gene_id","ENTREZID","logFC","logCPM","LR","FDR"
"ENSRNOT00000117521","ENSRNOG00000000142","361282",-3.78171096886218,-1.40125871464689,2.52045321099932,0.523733622134928
"ENSRNOT00000000157","ENSRNOG00000000145","60664",0.632193812079932,4.64431521379546,0.694071320987753,0.91978948138236
"ENSRNOT00000096934","ENSRNOG00000000145","60664",5.31923809579176,1.47840946603233,2.05252605017287,0.608672276934673
"ENSRNOT00000000162","ENSRNOG00000000150","100360412",0.319013469527663,5.12862855225944,2.61256630383501,0.507276292331823
"ENSRNOT00000000163","ENSRNOG00000000151","500564",0.535472933291618,1.81973828228332,0.519310390940031,0.961658543908431
"ENSRNOT00000102849","ENSRNOG00000000155","361073",0.191528872261811,2.25721915929259,0.046659471739968,1
"ENSRNOT00000000168","ENSRNOG00000000155","361073",-0.52630663443399,4.20984431475699,0.462104282485875,0.972747052841804
"ENSRNOT00000093907","ENSRNOG00000000155","361073",8.98522081219417,0.638641698809285,5.19965803901202,0.21199888177758
"ENSRNOT00000055386","ENSRNOG00000000156","65049",-2.13209328540457,-0.155441933183305,1.57060502376629,0.704083081563475
"ENSRNOT00000091417","ENSRNOG00000000156","65049",5.12548240610387e-15,-1.75437469263965,0,1
"ENSRNOT00000000170","ENSRNOG00000000157","361321",-0.221598590258977,5.55452957012118,1.42616066209508,0.739281188159669
"ENSRNOT00000116566","ENSRNOG00000000157","361321",0.182908815268113,0.955521893821047,0.0163366386639936,1
"ENSRNOT00000000172","ENSRNOG00000000158","81718",-0.723870210785684,-1.12927936084295,0.0443707375399409,1
"ENSRNOT00000102082","ENSRNOG00000000161","24942",0.885748985696949,3.70624914631317,0.0792172043510035,1
"ENSRNOT00000000174","ENSRNOG00000000161","24942",-0.60041757764965,2.74747705966915,0.202241531454845,1
"ENSRNOT00000110841","ENSRNOG00000000161","24942",-0.252060224572717,4.10465853840676,0.011581217785686,1
"ENSRNOT00000105324","ENSRNOG00000000164","24944",1.63337398978569,1.01701716719486,1.7691645976065,0.660766455928476
"ENSRNOT00000099330","ENSRNOG00000000164","24944",-0.36970601607778,4.83550280885359,1.39028383937015,0.748362242652442
"ENSRNOT00000000177","ENSRNOG00000000164","24944",0.00509554441752494,6.86085828504139,0.00159635525694224,1
"ENSRNOT00000099710","ENSRNOG00000000164","24944",-1.63888374646704,-0.757286328799749,0.235350769349026,1
"ENSRNOT00000107735","ENSRNOG00000000164","24944",-1.45177547429584,-0.2110299379942,0.363849872596253,0.986956724585182
"ENSRNOT00000102413","ENSRNOG00000000165","24638",1.0997355173025,-0.649290891381086,0.181920138347198,1
"ENSRNOT00000033656","ENSRNOG00000000165","24638",6.58759234861061,-1.64636687833429,3.1059279303782,0.431900127894706
"ENSRNOT00000000178","ENSRNOG00000000165","24638",-1.59075300959259,0.00153169229648726,0.396063615690018,0.983197769831456
"ENSRNOT00000068703","ENSRNOG00000000166","317628",0.224390072865713,3.39024252141216,0.257410395953494,1
"ENSRNOT00000000180","ENSRNOG00000000167","25748",-0.131943367184927,-1.52151613157733,0.00326970815297223,1
"ENSRNOT00000000181","ENSRNOG00000000168","81660",0.180337894991416,3.98621335160428,0.3849000684185,0.983555779565314
"ENSRNOT00000043414","ENSRNOG00000000169","691729",-0.654211821003818,3.02066705372007,0.5846459358286,0.944939759943625
"ENSRNOT00000000184","ENSRNOG00000000170","64469",0.0615612657557855,5.38510861230833,0.0660157236766992,1
"ENSRNOT00000106881","ENSRNOG00000000170","64469",9.12628518394325,0.708790349834637,2.38147107617314,0.548002169295575
"ENSRNOT00000068129","ENSRNOG00000000172","691966",1.1364516223288,2.87790817718862,6.37883621616074,0.140576000111872
"ENSRNOT00000090048","ENSRNOG00000000175","362841",0.145918873689587,4.54005127204972,0.22320738930779,1
"ENSRNOT00000067771","ENSRNOG00000000175","362841",-0.31080037572125,4.34813408856746,0.562324886936377,0.949386055709935
"ENSRNOT00000115499","ENSRNOG00000000177","246115",3.41357505817227,0.957343530402497,0.938501957053404,0.862193450485882
"ENSRNOT00000000193","ENSRNOG00000000177","246115",-1.43614859284471,2.43957237172708,0.491923575734656,0.969163899240049
"ENSRNOT00000103139","ENSRNOG00000000184","315388",-0.625715463611458,3.44549577141685,1.1602102567427,0.807771535531848
"ENSRNOT00000109455","ENSRNOG00000000184","315388",2.04065821397196,0.0550419080612984,0.20649377609414,1
"ENSRNOT00000097438","ENSRNOG00000000184","315388",-1.18946117074701,5.41022912800073,15.3226231139987,0.00370149091813148
"ENSRNOT00000000201","ENSRNOG00000000185","192172",-0.121158941681154,4.97651892297629,0.324558719965202,0.994103424834527
"ENSRNOT00000050511","ENSRNOG00000000186","25274",-0.280380448070893,0.723247029129819,0.068866030017988,1
"ENSRNOT00000000206","ENSRNOG00000000190",NA,6.36757245083554,-1.50432658402745,1.70133845188764,0.676316022721275
"ENSRNOT00000101270","ENSRNOG00000000190",NA,-0.197728764309352,1.51734194257882,0.0163113456665229,1
"ENSRNOT00000015986","ENSRNOG00000000195","301097",1.08777168134022,2.49015874058291,0.38363346772422,0.98361107649991
"ENSRNOT00000000211","ENSRNOG00000000195","301097",0.361514470418745,2.97594712499321,0.0729199425193698,1
"ENSRNOT00000095314","ENSRNOG00000000195","301097",-3.11183655095756,0.347158119837367,0.315438587616652,0.995737605615643
"ENSRNOT00000108724","ENSRNOG00000000204","363113",8.53543912693687,0.513155134476366,5.79201519497122,0.173579934237886
"ENSRNOT00000074515","ENSRNOG00000000204","363113",-0.431254583696254,4.67169377476297,1.30995833950673,0.767706960040213
"ENSRNOT00000041655","ENSRNOG00000000204","363113",-0.537385795426214,2.70994152420649,0.0940566526821129,1
"ENSRNOT00000078891","ENSRNOG00000000204","363113",-0.338611955340492,5.93895049701583,2.27626991969857,0.567791445125818
"ENSRNOT00000095785","ENSRNOG00000000204","363113",1.37418273980448,1.02038996274553,0.179102050126524,1
"ENSRNOT00000119627","ENSRNOG00000000219","301111",-8.8939628343494,0.452736873281289,8.77459654911137,0.0586951341883897
"ENSRNOT00000035371","ENSRNOG00000000219","301111",0.429143878620406,3.76434760210349,0.292215182888736,0.999858240707139
"ENSRNOT00000102632","ENSRNOG00000000219","301111",9.26405821045178,1.25310758115928,12.381434068405,0.0130077557474275
"ENSRNOT00000000239","ENSRNOG00000000221","316122",1.46044942486436,3.84137516953203,3.05355760211104,0.439971273889141
"ENSRNOT00000116075","ENSRNOG00000000221","316122",5.55347565285403,-0.414810574523995,3.13926009261031,0.428361199493377
"ENSRNOT00000110511","ENSRNOG00000000221","316122",-9.05007742479963,1.52605152384035,5.33344862282571,0.202799587851421
"ENSRNOT00000097488","ENSRNOG00000000230","360495",-0.68954394416643,3.60179521608045,1.44329352320815,0.736261983170556
"ENSRNOT00000000246","ENSRNOG00000000230","360495",0.627010963618682,3.24562370955415,1.32652743354017,0.764619656199664
"ENSRNOT00000105459","ENSRNOG00000000231","300317",-0.573861280371794,2.52860675142568,0.103447547953234,1
"ENSRNOT00000046563","ENSRNOG00000000231","300317",0.327531520975751,-0.639292684737474,0.00698844502302176,1
"ENSRNOT00000117512","ENSRNOG00000000231","300317",2.24645915663776,2.34682009231682,1.66405135263899,0.684527846066208
"ENSRNOT00000094378","ENSRNOG00000000231","300317",-0.571472873915093,2.79752042282519,0.896489314463908,0.873071993129472
"ENSRNOT00000114366","ENSRNOG00000000231","300317",0.344635018261736,5.32721248274033,2.25722320432909,0.571864207247003
"ENSRNOT00000000253","ENSRNOG00000000236","303763",0.232543951805262,6.49738530742538,2.18598116722064,0.584414228232715
"ENSRNOT00000000254","ENSRNOG00000000237","303764",-0.100765563869705,3.49938626477162,0.0684165198453659,1
"ENSRNOT00000037693","ENSRNOG00000000244","50998",-4.38890869450843,-0.873336049697408,1.4068278535385,0.744487596137439
"ENSRNOT00000110927","ENSRNOG00000000244","50998",0.0923349118946046,3.52665629012027,0.0137227462545013,1
"ENSRNOT00000099028","ENSRNOG00000000244","50998",1.70524345268617,1.47558625444313,0.180304590340691,1
"ENSRNOT00000045902","ENSRNOG00000000245","303772",-0.926486482578289,0.343831458827915,0.301932220004785,0.99782789212938
"ENSRNOT00000088215","ENSRNOG00000000245","303772",-0.547369668800714,0.516316853332947,0.0882248343097309,1
"ENSRNOT00000078059","ENSRNOG00000000245","303772",7.68602336227498,0.615242571711926,18.7582784922381,0.000797989067201166
"ENSRNOT00000000263","ENSRNOG00000000246","360650",-0.319757399027704,6.60462037843637,6.2535188072423,0.147220276032936
"ENSRNOT00000000264","ENSRNOG00000000247","360667",0.0181371465911918,5.85523105880224,0.0124441110833509,1
"ENSRNOT00000116678","ENSRNOG00000000247","360667",2.00752054192957,2.03653355180256,3.27087564818339,0.410521974718247
"ENSRNOT00000067739","ENSRNOG00000000248","494445",0.246064335053751,7.53481221762487,2.94533480667097,0.454188720997151
"ENSRNOT00000000266","ENSRNOG00000000249","287918",-0.291351678458004,2.76561829481393,0.368637810403765,0.986269407781611
"ENSRNOT00000109361","ENSRNOG00000000250","360665",-0.265318616978325,3.15987231298222,0.112220218589686,1
"ENSRNOT00000064671","ENSRNOG00000000250","360665",-0.942639024727664,5.02206985154803,12.1899133480435,0.0141001794924387
"ENSRNOT00000116096","ENSRNOG00000000250","360665",0.934385967889735,3.27881603692456,0.463788495722788,0.972679863179428
"ENSRNOT00000031977","ENSRNOG00000000257","94338",0.303141033562151,7.2586895099924,6.72520953323537,0.12479904046002
"ENSRNOT00000109438","ENSRNOG00000000258","361402",0.0636167814224894,5.23101237475537,0.0222201974343399,1
"ENSRNOT00000081312","ENSRNOG00000000258","361402",-3.96275235324527,0.340162441632672,0.789217493513037,0.898100398939275
"ENSRNOT00000000275","ENSRNOG00000000258","361402",7.49266098645996,0.993090375822995,4.95208791418778,0.230979915433388
"ENSRNOT00000000279","ENSRNOG00000000262","307834",0.542190994160557,5.30732858151913,5.33650854725474,0.202589373004797
"ENSRNOT00000113443","ENSRNOG00000000262","307834",-0.768437849618946,4.19704312389771,3.39311088066133,0.394452277030987
"ENSRNOT00000000281","ENSRNOG00000000264","307973",0.415612201464932,4.26074741100275,1.55240726535408,0.707730151712616
"ENSRNOT00000058151","ENSRNOG00000000274","309901",-9.3967758634103,1.03909880175784,4.857348192062,0.239979853326829
"ENSRNOT00000105062","ENSRNOG00000000274","309901",0.619559757376812,5.52166383341784,7.76885531500599,0.0862941195116385
"ENSRNOT00000118972","ENSRNOG00000000275","294565",0.467615133533714,2.55215806837168,0.13363090150499,1
"ENSRNOT00000051491","ENSRNOG00000000275","294565",5.12548240610387e-15,0.398264836637103,0,1
"ENSRNOT00000057939","ENSRNOG00000000277","309902",0.962959496315256,-0.476487220550739,0.172112104871605,1
"ENSRNOT00000000302","ENSRNOG00000000277","309902",5.12548240610387e-15,-2.0866911904982,0,1
"ENSRNOT00000000304","ENSRNOG00000000279","309912",-0.15414159240216,2.61160877437721,0.0602552782155499,1
"ENSRNOT00000002576","ENSRNOG00000000281","680409",-0.499680325864345,1.92672297160319,0.190383105278727,1
"ENSRNOT00000082855","ENSRNOG00000000281","680409",-2.8938306389253,-1.37062190504917,1.04923789242923,0.835221259499799
"ENSRNOT00000000308","ENSRNOG00000000283","360741",-0.108880200614743,4.74730102717592,0.237246359761238,1
"ENSRNOT00000000313","ENSRNOG00000000288","287949",2.01381675138699,2.90359269324625,2.04834765403324,0.60898967263327
"ENSRNOT00000095028","ENSRNOG00000000288","287949",0.353344294389556,3.3726441671293,0.364990183942144,0.986676256181893
"ENSRNOT00000000327","ENSRNOG00000000299","294515",-0.468911548974764,4.90465323655597,2.84708746713964,0.470067275984633
"ENSRNOT00000116987","ENSRNOG00000000302","294518",0.275722013251405,4.15847700504939,0.112964317227974,1
"ENSRNOT00000065890","ENSRNOG00000000302","294518",0.831261515469353,0.512411109023968,0.0652684844671612,1
"ENSRNOT00000089611","ENSRNOG00000000302","294518",-0.457363061566985,2.87151121117521,0.239410970755461,1
"ENSRNOT00000111438","ENSRNOG00000000303","294519",6.99767715194814,-0.386911341555665,6.12187355381699,0.154049219581784
"ENSRNOT00000000331","ENSRNOG00000000303","294519",-1.7526177043147,3.01356856639025,0.756080592504574,0.905910556492209
"ENSRNOT00000093787","ENSRNOG00000000303","294519",0.018765910157277,3.11026280750064,0.000103620795766091,1
"ENSRNOT00000000334","ENSRNOG00000000304","83689",1.04943201058144,5.45651045555504,0.69638305743328,0.919509534290383
"ENSRNOT00000101562","ENSRNOG00000000304","83689",-0.0832818893828607,8.69391873528512,0.480353539187,0.969700121895509
"ENSRNOT00000076522","ENSRNOG00000000304","83689",-0.0326128472948124,8.62024761564062,0.0453819515117573,1
"ENSRNOT00000000336","ENSRNOG00000000306","83537",0.206151913682049,2.8777629685999,0.0449797054327519,1
"ENSRNOT00000112826","ENSRNOG00000000306","83537",3.33313603931134,0.220386227624871,1.33328165346703,0.763126000277903
"ENSRNOT00000057175","ENSRNOG00000000308","365590",0.177515645929288,3.54204808203882,0.217941790445709,1
"ENSRNOT00000000343","ENSRNOG00000000312","309855",0.325362034122644,5.38450090257741,3.16808679889695,0.424741157723154
"ENSRNOT00000036365","ENSRNOG00000000314","309858",0.126976874334408,6.30495373863027,0.472349955836068,0.971520133128742
"ENSRNOT00000087718","ENSRNOG00000000314","309858",-0.179569970456802,6.05566233224517,0.714202518083397,0.915150578525274
"ENSRNOT00000000348","ENSRNOG00000000316","309860",0.188076500591231,4.41655712814769,0.0175976079065805,1
"ENSRNOT00000116176","ENSRNOG00000000316","309860",0.704516001513321,3.50798456900669,0.0926253358377984,1
"ENSRNOT00000101057","ENSRNOG00000000322","365601",-0.376472926534101,3.55262174832108,0.443074158347075,0.976078325227845
"ENSRNOT00000080283","ENSRNOG00000000322","365601",0.422337172668113,3.57993246540294,0.989066731832409,0.851922692530246
"ENSRNOT00000057078","ENSRNOG00000000322","365601",-0.952170443469514,1.56063033719965,0.122670393939179,1
"ENSRNOT00000076541","ENSRNOG00000000323","309871",1.883809327823,-0.811386250779763,0.686696482538082,0.9216597625822
"ENSRNOT00000000365","ENSRNOG00000000327","361866",-0.311266820670547,5.05968424538636,1.67805430371038,0.681790112201296
"ENSRNOT00000111799","ENSRNOG00000000327","361866",8.32917916308662,0.63458643173208,5.07861433293444,0.221008796127552
"ENSRNOT00000106005","ENSRNOG00000000327","361866",-1.69318363306072,-0.604800508052755,0.0981735983553138,1
"ENSRNOT00000092002","ENSRNOG00000000340","302247",6.31972999330198,-0.740597911021938,6.58743632740422,0.13097404843239
"ENSRNOT00000049255","ENSRNOG00000000340","302247",0.0128931386901485,7.00549093469792,0.010837686290472,1
"ENSRNOT00000101009","ENSRNOG00000000340","302247",-1.03390397021172,2.1371855969616,0.768374669782318,0.903465467896078
"ENSRNOT00000000383","ENSRNOG00000000341","302248",5.69059549457971,-1.49435992168103,2.32776788480869,0.557163621521013
"ENSRNOT00000082196","ENSRNOG00000000341","302248",-0.216248377062569,-0.0298711278490216,0.00612737563729482,1
"ENSRNOT00000037559","ENSRNOG00000000368","54257",2.47759147641132,-1.16401765433176,0.601093913137985,0.940706367836393
"ENSRNOT00000112090","ENSRNOG00000000368","54257",0.442301966781769,-0.74669014206419,0.0359872022548373,1
"ENSRNOT00000076234","ENSRNOG00000000368","54257",4.69855642081226,-1.18430887250275,2.78992940507583,0.479700512636089
"ENSRNOT00000049437","ENSRNOG00000000373","361839",-0.0534192475296806,2.83061455327563,0.00674396571374558,1
"ENSRNOT00000000432","ENSRNOG00000000384","365564",-2.16615297660287,-1.36473725673165,0.780181109841806,0.899865936902783
"ENSRNOT00000000434","ENSRNOG00000000386","171564",0.747027098490623,7.17182198365652,51.1289864101933,1.86808076280786e-10
"ENSRNOT00000116726","ENSRNOG00000000386","171564",0.399893523016521,5.48674810220413,2.19008180942521,0.584173216264328
"ENSRNOT00000103093","ENSRNOG00000000387","309762",0.111621792715054,4.57850736025871,0.10612792831348,1
"ENSRNOT00000103093","ENSRNOG00000000387","361836",0.111621792715054,4.57850736025871,0.10612792831348,1
"ENSRNOT00000000438","ENSRNOG00000000387","309762",-0.672306222651601,2.11274338449212,0.111879154927617,1
"ENSRNOT00000000438","ENSRNOG00000000387","361836",-0.672306222651601,2.11274338449212,0.111879154927617,1
"ENSRNOT00000056047","ENSRNOG00000000387","309762",0.441458525950853,4.56974762540111,3.51182595994729,0.378520317450093
"ENSRNOT00000056047","ENSRNOG00000000387","361836",0.441458525950853,4.56974762540111,3.51182595994729,0.378520317450093
"ENSRNOT00000080773","ENSRNOG00000000392","294385",-0.11774643908993,5.16396790698426,0.219271816113256,1
"ENSRNOT00000000444","ENSRNOG00000000395","606294",-0.0109994881351997,5.83762127127159,0.00269001902047705,1
"ENSRNOT00000103307","ENSRNOG00000000395","606294",0.271113212607053,3.14468841257878,0.055477340313363,1
"ENSRNOT00000082114","ENSRNOG00000000396","361848",0.0243305689369363,4.82133814066223,0.0117010392539623,1
"ENSRNOT00000000446","ENSRNOG00000000396","361848",-0.105389504176949,4.99512848155153,0.0950995594088653,1
"ENSRNOT00000117657","ENSRNOG00000000396","361848",0.735749579890232,1.9488341553159,0.0911161666284599,1
"ENSRNOT00000067004","ENSRNOG00000000397","361849",0.293142089012819,6.12049708866063,1.01777573825639,0.844494152105555
"ENSRNOT00000097504","ENSRNOG00000000397","361849",-1.39511475791084,4.4717424176802,2.64672428776148,0.501819001452018
"ENSRNOT00000000448","ENSRNOG00000000398","294390",-0.321390700147917,3.61315570929154,0.752200213766268,0.906962237596224
"ENSRNOT00000000459","ENSRNOG00000000406","25346",-1.19468552677953,5.31348735496396,1.04120319305606,0.837481992344749
"ENSRNOT00000080444","ENSRNOG00000000406","25346",-0.185843032612274,5.39903964969046,0.0601720614871475,1
"ENSRNOT00000000462","ENSRNOG00000000407","309773",0.37189421861415,5.34565274716028,1.89134706869866,0.636439343008377
"ENSRNOT00000111886","ENSRNOG00000000407","309773",-8.22822390420689,1.26969729649383,5.35124205749859,0.201414297875998
"ENSRNOT00000083295","ENSRNOG00000000408","309774",-2.23512770715583,1.1351735195484,2.02389001909775,0.613865639013307
